Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Soup;  beef noodle;  canned;  condensed,Tryptophan,0.037,0.5,cup,125
Asparagus;  cooked;  boiled;  drained,Tryptophan,0.029,0.5,cup,90
Tomatoes;  crushed;  canned,Tryptophan,0.012,0.5,cup,121
Asparagus;  canned;  no salt added;  solids and liquids,Tryptophan,0.018,0.5,cup,122
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Tryptophan,0.033,0.5,cup,78
Asparagus;  canned;  regular pack;  solids and liquids,Tryptophan,0.018,0.5,cup,122
Soup;  cream of mushroom;  canned;  condensed,Tryptophan,0.01,0.5,cup,126
Soup;  vegetable beef;  canned;  condensed,Tryptophan,0.038,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Tryptophan,0.029,0.5,cup,91
Egg custards;  dry mix;  prepared with whole milk,Tryptophan,0.082,0.5,cup,141
Peas and onions;  frozen;  unprepared,Tryptophan,0.029,0.5,cup,69
Asparagus;  cooked;  boiled;  drained;  with salt,Tryptophan,0.029,0.5,cup,90
Soup;  vegetable with beef broth;  canned;  condensed,Tryptophan,0.017,0.5,cup,123
Potatoes;  hash brown;  frozen;  plain;  unprepared,Tryptophan,0.028,0.5,cup,105
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Tryptophan,0.029,0.5,cup,78
Peas and carrots;  frozen;  unprepared,Tryptophan,0.024,0.5,cup,70
Soup;  cream of potato;  canned;  condensed,Tryptophan,0.02,0.5,cup,124
Soup;  pea;  green;  canned;  condensed,Tryptophan,0.055,0.5,cup,128
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Tryptophan,0.009,0.5,cup,114
Tomato products;  canned;  sauce;  with herbs and cheese,Tryptophan,0.021,0.5,cup,122
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Tryptophan,0.101,0.5,cup,95
Soup;  bean with pork;  canned;  condensed,Tryptophan,0.062,0.5,cup,130
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Tryptophan,0.054,0.5,cup,124
Soup;  vegetarian vegetable;  canned;  condensed,Tryptophan,0.012,0.5,cup,126
Soup;  cream of celery;  canned;  condensed,Tryptophan,0.015,0.5,cup,126
Soybeans;  mature seeds;  sprouted;  raw,Tryptophan,0.159,0.5,cup,35
Ice cream;  soft serve;  chocolate,Tryptophan,0.048,0.5,cup,86
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Tryptophan,0.035,0.5,cup,80
Lotus root;  cooked;  boiled;  drained;  without salt,Tryptophan,0.012,0.5,cup,60
Potatoes;  baked;  flesh;  without salt,Tryptophan,0.03,0.5,cup,61
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Tryptophan,0.027,0.5,cup,78
Cheese;  ricotta;  whole milk,Tryptophan,0.125,0.5,cup,124
Turnip greens;  canned;  solids and liquids,Tryptophan,0.023,0.5,cup,117
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Tryptophan,0.008,0.5,cup,120
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Tryptophan,0.032,0.5,cup,92
Peas;  green;  canned;  regular pack;  solids and liquids,Tryptophan,0.021,0.5,cup,124
Cheese;  ricotta;  part skim milk,Tryptophan,0.127,0.5,cup,124
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Tryptophan,0.008,0.5,cup,120
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Threonine,0.132,0.5,cup,147
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Threonine,0.116,0.5,cup,127
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Threonine,0.129,0.5,cup,140
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Threonine,0.123,0.5,cup,147
Gelatin desserts;  dry mix;  prepared with water,Threonine,0.024,0.5,cup,135
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Threonine,0.22,0.5,cup,95
Puddings;  rice;  dry mix;  prepared with whole milk,Threonine,0.125,0.5,cup,128
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Threonine,0.122,0.5,cup,127
Lotus root;  cooked;  boiled;  drained;  with salt,Threonine,0.031,0.5,cup,60
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Threonine,0.115,0.5,cup,91
Frozen yogurts;  vanilla;  soft-serve,Threonine,0.169,0.5,cup,72
Tofu;  raw;  regular;  prepared with calcium sulfate,Threonine,0.33,0.5,cup,124
Ice creams;  vanilla;  rich,Threonine,0.138,0.5,cup,107
Egg custards;  dry mix;  prepared with whole milk,Threonine,0.192,0.5,cup,141
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Threonine,0.131,0.5,cup,140
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Threonine,0.411,0.5,cup,126
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Threonine,0.132,0.5,cup,128
Potatoes;  baked;  flesh;  with salt,Threonine,0.071,0.5,cup,61
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Threonine,0.115,0.5,cup,91
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Threonine,0.117,0.5,cup,142
Tofu;  raw;  firm;  prepared with calcium sulfate,Threonine,0.644,0.5,cup,126
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Threonine,0.101,0.5,cup,92
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Threonine,0.124,0.5,cup,147
Peas;  green;  canned;  no salt added;  drained solids,Threonine,0.165,0.5,cup,85
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Threonine,0.193,0.5,cup,80
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Threonine,0.062,0.5,cup,78
Peas;  green;  canned;  no salt added;  solids and liquids,Threonine,0.12,0.5,cup,124
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Threonine,0.116,0.5,cup,80
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Threonine,0.076,0.5,cup,78
Puddings;  tapioca;  dry mix;  prepared with whole milk,Threonine,0.129,0.5,cup,128
Egg custards;  dry mix;  prepared with 2% milk,Threonine,0.159,0.5,cup,141
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Threonine,0.13,0.5,cup,128
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Threonine,0.088,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with 2% milk,Threonine,0.126,0.5,cup,128
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Threonine,0.068,0.5,cup,78
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Threonine,0.117,0.5,cup,147
Potatoes;  baked;  flesh and skin;  with salt,Threonine,0.081,0.5,cup,61
Potatoes;  baked;  flesh;  without salt,Threonine,0.071,0.5,cup,61
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Threonine,0.035,0.5,cup,120
Soup;  pea;  green;  canned;  condensed,Threonine,0.231,0.5,cup,128
Potatoes;  hash brown;  frozen;  plain;  unprepared,Threonine,0.094,0.5,cup,105
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Threonine,0.101,0.5,cup,92
Peas and onions;  frozen;  unprepared,Threonine,0.145,0.5,cup,69
Soup;  vegetarian vegetable;  canned;  condensed,Threonine,0.061,0.5,cup,126
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Threonine,0.062,0.5,cup,78
Soup;  vegetable with beef broth;  canned;  condensed,Threonine,0.059,0.5,cup,123
Soybeans;  mature seeds;  sprouted;  raw,Threonine,0.503,0.5,cup,35
Tomatoes;  crushed;  canned,Threonine,0.04,0.5,cup,121
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Threonine,0.068,0.5,cup,78
Soup;  chicken vegetable;  canned;  condensed,Threonine,0.092,0.5,cup,121
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Threonine,0.22,0.5,cup,95
Soup;  bean with pork;  canned;  condensed,Threonine,0.243,0.5,cup,130
Soup;  cream of potato;  canned;  condensed,Threonine,0.049,0.5,cup,124
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Threonine,0.193,0.5,cup,80
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Threonine,0.035,0.5,cup,120
Cheese;  ricotta;  whole milk,Threonine,0.517,0.5,cup,124
Asparagus;  cooked;  boiled;  drained;  with salt,Threonine,0.092,0.5,cup,90
Soup;  vegetable beef;  canned;  condensed,Threonine,0.139,0.5,cup,126
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Threonine,0.173,0.5,cup,124
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Threonine,0.036,0.5,cup,114
Asparagus;  cooked;  boiled;  drained,Threonine,0.092,0.5,cup,90
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Threonine,0.035,0.5,cup,120
Asparagus;  canned;  no salt added;  solids and liquids,Threonine,0.05,0.5,cup,122
Lotus root;  cooked;  boiled;  drained;  without salt,Threonine,0.031,0.5,cup,60
Soup;  beef noodle;  canned;  condensed,Threonine,0.123,0.5,cup,125
Peas;  green;  canned;  regular pack;  solids and liquids,Threonine,0.115,0.5,cup,124
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Threonine,0.184,0.5,cup,82
Peas and carrots;  frozen;  unprepared,Threonine,0.127,0.5,cup,70
Turnip greens;  canned;  solids and liquids,Threonine,0.074,0.5,cup,117
Cheese;  ricotta;  part skim milk,Threonine,0.523,0.5,cup,124
Tomato products;  canned;  sauce;  with herbs and cheese,Threonine,0.059,0.5,cup,122
Soup;  cream of celery;  canned;  condensed,Threonine,0.047,0.5,cup,126
Ice cream;  soft serve;  chocolate,Threonine,0.169,0.5,cup,86
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Threonine,0.076,0.5,cup,78
Soup;  cream of mushroom;  canned;  condensed,Threonine,0.029,0.5,cup,126
Asparagus;  canned;  regular pack;  solids and liquids,Threonine,0.05,0.5,cup,122
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Isoleucine,0.112,0.5,cup,80
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Isoleucine,0.029,0.5,cup,120
Tofu;  raw;  firm;  prepared with calcium sulfate,Isoleucine,0.782,0.5,cup,126
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Isoleucine,0.164,0.5,cup,147
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Isoleucine,0.128,0.5,cup,95
Peas;  green;  canned;  no salt added;  solids and liquids,Isoleucine,0.114,0.5,cup,124
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Isoleucine,0.121,0.5,cup,92
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Isoleucine,0.173,0.5,cup,82
Potatoes;  baked;  flesh;  with salt,Isoleucine,0.08,0.5,cup,61
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Isoleucine,0.174,0.5,cup,140
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Isoleucine,0.085,0.5,cup,78
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Isoleucine,0.156,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with whole milk,Isoleucine,0.167,0.5,cup,128
Peas;  green;  canned;  no salt added;  drained solids,Isoleucine,0.159,0.5,cup,85
Ice creams;  vanilla;  rich,Isoleucine,0.182,0.5,cup,107
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Isoleucine,0.139,0.5,cup,91
Egg custards;  dry mix;  prepared with 2% milk,Isoleucine,0.226,0.5,cup,141
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Isoleucine,0.172,0.5,cup,140
Tofu;  raw;  regular;  prepared with calcium sulfate,Isoleucine,0.4,0.5,cup,124
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Isoleucine,0.173,0.5,cup,147
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Isoleucine,0.158,0.5,cup,147
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Isoleucine,0.444,0.5,cup,126
Puddings;  rice;  dry mix;  prepared with 2% milk,Isoleucine,0.169,0.5,cup,128
Lotus root;  cooked;  boiled;  drained;  with salt,Isoleucine,0.033,0.5,cup,60
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Isoleucine,0.141,0.5,cup,127
Frozen yogurts;  vanilla;  soft-serve,Isoleucine,0.228,0.5,cup,72
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Isoleucine,0.134,0.5,cup,127
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Isoleucine,0.173,0.5,cup,128
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Isoleucine,0.07,0.5,cup,78
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Isoleucine,0.176,0.5,cup,128
Gelatin desserts;  dry mix;  prepared with water,Isoleucine,0.019,0.5,cup,135
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Isoleucine,0.076,0.5,cup,78
Egg custards;  dry mix;  prepared with whole milk,Isoleucine,0.207,0.5,cup,141
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Isoleucine,0.185,0.5,cup,80
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Isoleucine,0.158,0.5,cup,142
Soup;  vegetable with beef broth;  canned;  condensed,Isoleucine,0.074,0.5,cup,123
Potatoes;  baked;  flesh and skin;  with salt,Isoleucine,0.08,0.5,cup,61
Tomatoes;  crushed;  canned,Isoleucine,0.037,0.5,cup,121
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Isoleucine,0.165,0.5,cup,147
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Isoleucine,0.076,0.5,cup,78
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Isoleucine,0.029,0.5,cup,120
Peas;  green;  canned;  regular pack;  solids and liquids,Isoleucine,0.111,0.5,cup,124
Potatoes;  hash brown;  frozen;  plain;  unprepared,Isoleucine,0.089,0.5,cup,105
Turnip greens;  canned;  solids and liquids,Isoleucine,0.07,0.5,cup,117
Peas and onions;  frozen;  unprepared,Isoleucine,0.143,0.5,cup,69
Soup;  cream of potato;  canned;  condensed,Isoleucine,0.061,0.5,cup,124
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Isoleucine,0.139,0.5,cup,91
Peas and carrots;  frozen;  unprepared,Isoleucine,0.123,0.5,cup,70
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Isoleucine,0.085,0.5,cup,78
Soup;  pea;  green;  canned;  condensed,Isoleucine,0.226,0.5,cup,128
Asparagus;  canned;  regular pack;  solids and liquids,Isoleucine,0.066,0.5,cup,122
Ice cream;  soft serve;  chocolate,Isoleucine,0.215,0.5,cup,86
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Isoleucine,0.07,0.5,cup,78
Soup;  vegetarian vegetable;  canned;  condensed,Isoleucine,0.081,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,Isoleucine,0.082,0.5,cup,90
Cheese;  ricotta;  part skim milk,Isoleucine,0.596,0.5,cup,124
Asparagus;  cooked;  boiled;  drained;  with salt,Isoleucine,0.082,0.5,cup,90
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Isoleucine,0.261,0.5,cup,124
Soup;  bean with pork;  canned;  condensed,Isoleucine,0.287,0.5,cup,130
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Isoleucine,0.128,0.5,cup,95
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Isoleucine,0.185,0.5,cup,80
Lotus root;  cooked;  boiled;  drained;  without salt,Isoleucine,0.033,0.5,cup,60
Soup;  beef noodle;  canned;  condensed,Isoleucine,0.149,0.5,cup,125
Soup;  chicken vegetable;  canned;  condensed,Isoleucine,0.111,0.5,cup,121
Soup;  cream of mushroom;  canned;  condensed,Isoleucine,0.019,0.5,cup,126
Asparagus;  canned;  no salt added;  solids and liquids,Isoleucine,0.066,0.5,cup,122
Puddings;  tapioca;  dry mix;  prepared with whole milk,Isoleucine,0.172,0.5,cup,128
Soup;  cream of celery;  canned;  condensed,Isoleucine,0.062,0.5,cup,126
Potatoes;  baked;  flesh;  without salt,Isoleucine,0.08,0.5,cup,61
Cheese;  ricotta;  whole milk,Isoleucine,0.589,0.5,cup,124
Soybeans;  mature seeds;  sprouted;  raw,Isoleucine,0.58,0.5,cup,35
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Isoleucine,0.121,0.5,cup,92
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Isoleucine,0.029,0.5,cup,120
Tomato products;  canned;  sauce;  with herbs and cheese,Isoleucine,0.07,0.5,cup,122
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Isoleucine,0.03,0.5,cup,114
Soup;  vegetable beef;  canned;  condensed,Isoleucine,0.168,0.5,cup,126
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Leucine,0.728,0.5,cup,126
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Leucine,0.307,0.5,cup,80
Egg custards;  dry mix;  prepared with whole milk,Leucine,0.337,0.5,cup,141
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Leucine,0.145,0.5,cup,92
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Leucine,0.255,0.5,cup,142
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Leucine,0.049,0.5,cup,120
Tofu;  raw;  firm;  prepared with calcium sulfate,Leucine,1.199,0.5,cup,126
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Leucine,0.103,0.5,cup,78
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Leucine,0.112,0.5,cup,78
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Leucine,0.216,0.5,cup,127
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Leucine,0.282,0.5,cup,128
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Leucine,0.266,0.5,cup,147
Potatoes;  baked;  flesh and skin;  with salt,Leucine,0.119,0.5,cup,61
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Leucine,0.283,0.5,cup,128
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Leucine,0.307,0.5,cup,82
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Leucine,0.28,0.5,cup,140
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Leucine,0.126,0.5,cup,78
Frozen yogurts;  vanilla;  soft-serve,Leucine,0.368,0.5,cup,72
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Leucine,0.179,0.5,cup,80
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Leucine,0.19,0.5,cup,91
Gelatin desserts;  dry mix;  prepared with water,Leucine,0.039,0.5,cup,135
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Leucine,0.289,0.5,cup,128
Egg custards;  dry mix;  prepared with 2% milk,Leucine,0.402,0.5,cup,141
Peas;  green;  canned;  no salt added;  drained solids,Leucine,0.264,0.5,cup,85
Peas;  green;  canned;  no salt added;  solids and liquids,Leucine,0.19,0.5,cup,124
Puddings;  rice;  dry mix;  prepared with 2% milk,Leucine,0.273,0.5,cup,128
Tofu;  raw;  regular;  prepared with calcium sulfate,Leucine,0.614,0.5,cup,124
Puddings;  rice;  dry mix;  prepared with whole milk,Leucine,0.27,0.5,cup,128
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Leucine,0.255,0.5,cup,147
Potatoes;  baked;  flesh;  with salt,Leucine,0.118,0.5,cup,61
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Leucine,0.269,0.5,cup,147
Ice creams;  vanilla;  rich,Leucine,0.298,0.5,cup,107
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Leucine,0.227,0.5,cup,127
Puddings;  tapioca;  dry mix;  prepared with whole milk,Leucine,0.278,0.5,cup,128
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Leucine,0.283,0.5,cup,140
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Leucine,0.205,0.5,cup,95
Lotus root;  cooked;  boiled;  drained;  with salt,Leucine,0.042,0.5,cup,60
Soup;  pea;  green;  canned;  condensed,Leucine,0.473,0.5,cup,128
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Leucine,0.319,0.5,cup,124
Soybeans;  mature seeds;  sprouted;  raw,Leucine,0.938,0.5,cup,35
Asparagus;  cooked;  boiled;  drained;  with salt,Leucine,0.14,0.5,cup,90
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Leucine,0.145,0.5,cup,92
Cheese;  ricotta;  part skim milk,Leucine,1.235,0.5,cup,124
Lotus root;  cooked;  boiled;  drained;  without salt,Leucine,0.042,0.5,cup,60
Asparagus;  canned;  regular pack;  solids and liquids,Leucine,0.078,0.5,cup,122
Potatoes;  hash brown;  frozen;  plain;  unprepared,Leucine,0.124,0.5,cup,105
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Leucine,0.112,0.5,cup,78
Turnip greens;  canned;  solids and liquids,Leucine,0.124,0.5,cup,117
Ice cream;  soft serve;  chocolate,Leucine,0.353,0.5,cup,86
Asparagus;  cooked;  boiled;  drained,Leucine,0.14,0.5,cup,90
Tomato products;  canned;  sauce;  with herbs and cheese,Leucine,0.113,0.5,cup,122
Soup;  vegetarian vegetable;  canned;  condensed,Leucine,0.121,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Leucine,0.19,0.5,cup,91
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Leucine,0.279,0.5,cup,147
